text,image,카테고리_주제,카테고리_품사
또할래요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/ddo_hal_rae_yo_002_.png,집,동사
앉아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/anj_a_yo_1.png,집,동사
앉아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/anj_a_yo_201_.png,집,동사
움직여요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/um_jig_yeo_yo_.png,집,동사
읽을래요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/ilg_eul_rae_yo_001_.png,집,동사
읽을래요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/ilg_eul_rae_yo_002_.png,집,동사
자고싶어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/ja_go_sip_eo_yo_201_.png,집,동사
작아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/jag_a_yo_.png,집,동사
지워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/ji_weo_yo_.png,집,동사
커요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/keo_yo_.png,집,동사
켜주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/kyeo_ju_se_yo_1.png,집,동사
털어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n7_bang_/teol_eo_yo_.png,집,동사
꺼내요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/ggeo_nae_yo_001_.png,집,동사
꺼내요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/ggeo_nae_yo_002_2.png,집,동사
닫아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/dad_a_yo_.png,집,동사
벗어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/beos_eo_yo_001_.png,집,동사
벗어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/beos_eo_yo_002_.png,집,동사
우산-좀-빌려-주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/u_san_jom_bil_ryeo_ju_se_yo_001_.png,집,동사
우산-좀-빌려-주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/u_san_jom_bil_ryeo_ju_se_yo_002_.png,집,동사
접어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/jeob_eo_yo_001_.png,집,동사
접어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/jeob_eo_yo_002_.png,집,동사
접어주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/jeob_eo_ju_se_yo_001_.png,집,동사
접어주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/jeob_eo_ju_se_yo_002_.png,집,동사
펴요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/pyeo_yo_001_1.png,집,동사
펴요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n8_hyeon_gwan_/pyeo_yo_002_1.png,집,동사
깎아주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ggagg_a_ju_se_yo_.png,집,동사
단추를-끼워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/dan_cu_reul_ggi_weo_yo_003_.png,집,동사
단추를-풀어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/dan_cu_reul_pul_eo_yo_003_.png,집,동사
단추를끼워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/dan_cu_reul_ggi_weo_yo_001_.png,집,동사
단추를끼워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/dan_cu_reul_ggi_weo_yo_002_.png,집,동사
단추를끼워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/dan_cu_reul_ggi_weo_yo_201_.png,집,동사
단추를풀어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/dan_cu_reul_pul_eo_yo_001_.png,집,동사
단추를풀어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/dan_cu_reul_pul_eo_yo_002_.png,집,동사
매니큐어발라주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mae_ni_kyu_eo_bal_ra_ju_se_yo_.png,집,동사
맬래요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mael_rae_yo_.png,집,동사
머리땋아주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/meo_ri_ddah_a_ju_se_yo_001_.png,집,동사
머리땋아주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/meo_ri_ddah_a_ju_se_yo_002_.png,집,동사
머리를-잘라요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/meo_ri_reul_jal_ra_yo_002_.png,집,동사
머리를잘라요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/meo_ri_reul_jal_ra_yo_001_.png,집,동사
머리핀꽂아주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/meo_ri_pin_ggoj_a_ju_se_yo_001_.png,집,동사
머리핀꽂아주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/meo_ri_pin_ggoj_a_ju_se_yo_002_.png,집,동사
면도해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/myeon_do_hae_yo_001_.png,집,동사
면도해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/myeon_do_hae_yo_002_.png,집,동사
묶어주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/mugg_eo_ju_se_yo_003_.png,집,동사
발라주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/bal_ra_ju_se_yo_.png,집,동사
빗어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/bis_eo_yo_201_.png,집,동사
샤워해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/sya_weo_hae_yo_001_.png,집,동사
샤워해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/sya_weo_hae_yo_002_.png,집,동사
세수해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/se_su_hae_yo_001_.png,집,동사
세수해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/se_su_hae_yo_002_.png,집,동사
이를닦아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/i_reul_dagg_a_yo_2.png,집,동사
잘어울려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/jal_eo_ul_ryeo_yo_1.png,집,동사
조여요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/jo_yeo_yo_2.png,집,동사
지퍼를-내려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ji_peo_reul_nae_ryeo_yo_002_.png,집,동사
지퍼를-올려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ji_peo_reul_ol_ryeo_yo_002_.png,집,동사
지퍼를내려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ji_peo_reul_nae_ryeo_yo_001_.png,집,동사
지퍼를내려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ji_peo_reul_nae_ryeo_yo_201_.png,집,동사
지퍼를올려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ji_peo_reul_ol_ryeo_yo_001_.png,집,동사
지퍼를채워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/ji_peo_reul_cae_weo_yo_201_.png,집,동사
찰래요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/cal_rae_yo_.png,집,동사
화장해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/hwa_jang_hae_yo_001_.png,집,동사
화장해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n9_mom_ci_jang_ha_gi_/hwa_jang_hae_yo_002_.png,집,동사
건조해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/geon_jo_hae_yo_.png,집,동사
깨끗해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/ggae_ggeus_hae_yo_.png,집,동사
깨끗해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/ggae_ggeus_hae_yo_201_.png,집,동사
놓아주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/noh_a_ju_se_yo_001_.png,집,동사
놓아주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/noh_a_ju_se_yo_002_.png,집,동사
먼지털어주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/meon_ji_teol_eo_ju_se_yo_.png,집,동사
먼지털어주세요_001,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/meon_ji_teol_eo_ju_se_yo_001_.png,집,동사
버려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/beo_ryeo_yo_.png,집,동사
버려주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/beo_ryeo_ju_se_yo_.png,집,동사
분리수거해주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bun_ri_su_geo_hae_ju_se_yo_.png,집,동사
비워주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bi_weo_ju_se_yo_001_.png,집,동사
비워주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bi_weo_ju_se_yo_002_.png,집,동사
빨래를삶아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bbal_rae_reul_salm_a_yo_.png,집,동사
빨아주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bbal_a_ju_se_yo_001_.png,집,동사
빨아주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bbal_a_ju_se_yo_002_.png,집,동사
뿌려주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bbu_ryeo_ju_se_yo_001_.png,집,동사
뿌려주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/bbu_ryeo_ju_se_yo_002_.png,집,동사
쓸어주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/sseul_eo_ju_se_yo_001_.png,집,동사
쓸어주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/sseul_eo_ju_se_yo_002_.png,집,동사
엎질렀어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/eop_jil_reoss_eo_yo_001_.png,집,동사
엎질렀어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/eop_jil_reoss_eo_yo_002_.png,집,동사
정리할래요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/jeong_ri_hal_rae_yo_.png,집,동사
정리할래요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/jeong_ri_hal_rae_yo_201_.png,집,동사
짜요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/jja_yo_002_.png,집,동사
청소할래요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/ceong_so_hal_rae_yo_.png,집,동사
청소해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/ceong_so_hae_yo_201_.png,집,동사
헹궈요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/heng_gweo_yo_001_.png,집,동사
헹궈요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n10_ceong_so_ha_gi_/heng_gweo_yo_002_.png,집,동사
먹고싶어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n11_sig_sa_ha_gi_/meog_go_sip_eo_yo_001_.png,집,동사
먹고싶어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n11_sig_sa_ha_gi_/meog_go_sip_eo_yo_002_.png,집,동사
교복-다려-주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n12_deung_gyo_jun_bi_ha_gi_/gyo_bog_da_ryeo_ju_se_yo_002_.png,집,동사
교복다려주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n12_deung_gyo_jun_bi_ha_gi_/gyo_bog_da_ryeo_ju_se_yo_001_.png,집,동사
낡았어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n12_deung_gyo_jun_bi_ha_gi_/nalg_ass_eo_yo_001_.png,집,동사
낡았어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n12_deung_gyo_jun_bi_ha_gi_/nalg_ass_eo_yo_002_.png,집,동사
준비해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n12_deung_gyo_jun_bi_ha_gi_/jun_bi_hae_yo_001_.png,집,동사
준비해요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n12_deung_gyo_jun_bi_ha_gi_/jun_bi_hae_yo_002_.png,집,동사
찢어졌어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n12_deung_gyo_jun_bi_ha_gi_/jjij_eo_jyeoss_eo_yo_001_.png,집,동사
찢어졌어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n12_deung_gyo_jun_bi_ha_gi_/jjij_eo_jyeoss_eo_yo_002_.png,집,동사
챙겨주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n12_deung_gyo_jun_bi_ha_gi_/caeng_gyeo_ju_se_yo_.png,집,동사
가습기틀어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ga_seub_gi_teul_eo_yo_.png,집,동사
가습기틀어주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/ga_seub_gi_teul_eo_ju_se_yo_.png,집,동사
버튼이안눌러져요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/beo_teun_i_an_nul_reo_jyeo_yo_.png,집,동사
손잡이가떨어졌어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/son_jab_i_ga_ddeol_eo_jyeoss_eo_yo_.png,집,동사
에어컨점검해주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/e_eo_keon_jeom_geom_hae_ju_se_yo_.png,집,동사
옷-다려주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/os_da_ryeo_ju_se_yo_002_.png,집,동사
옷다려주세요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/os_da_ryeo_ju_se_yo_001_.png,집,동사
플러그를꽂아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/peul_reo_geu_reul_ggoj_a_yo_.png,집,동사
플러그를빼요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n13_ga_jeon_ga_gu_/peul_reo_geu_reul_bbae_yo_.png,집,동사
고쳐요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/go_cyeo_yo_.png,집,동사
기어가요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/gi_eo_ga_yo_.png,집,동사
내려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/nae_ryeo_yo_006_.png,집,동사
냄새나요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/naem_sae_na_yo_.png,집,동사
누워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/nu_weo_yo_001_.png,집,동사
누워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/nu_weo_yo_002_.png,집,동사
누워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/nu_weo_yo_201_.png,집,동사
다려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/da_ryeo_yo_.png,집,동사
두꺼워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/du_ggeo_weo_yo_001_.png,집,동사
두꺼워요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/du_ggeo_weo_yo_002_.png,집,동사
들어와요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/deul_eo_wa_yo_.png,집,동사
들어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/deul_eo_yo_001_1.png,집,동사
들어요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/deul_eo_yo_002_1.png,집,동사
맞아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/maj_a_yo_1.png,집,동사
발라요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/bal_ra_yo_001_.png,집,동사
발라요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/bal_ra_yo_002_.png,집,동사
발라요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/bal_ra_yo_201_.png,집,동사
밝아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/balg_a_yo_.png,집,동사
안아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/an_a_yo_.png,집,동사
얇아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/yalb_a_yo_001_.png,집,동사
얇아요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/yalb_a_yo_002_.png,집,동사
와요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/wa_yo_1.png,집,동사
잘들려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/jal_deul_ryeo_yo_001_.png,집,동사
잘들려요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/jal_deul_ryeo_yo_002_.png,집,동사
챙겨요,http://220.69.171.28:8080/Symbol/Symbol/n4_jib_/n14_jib_gi_ta_/caeng_gyeo_yo_.png,집,동사
